x,y,t
24.46107597148173,61.16294452570858,5992.25
24.460677978209834,61.16096116480696,5992.5
24.460279984937937,61.15897780390534,5992.75
24.45988199166604,61.15699444300371,5993.0
24.45948399839414,61.15501108210209,5993.25
24.459086005122245,61.153027721200466,5993.5
24.45868801185035,61.15104436029884,5993.75
24.458290018578452,61.14906099939722,5994.0
24.457892025306556,61.147077638495595,5994.25
24.45749403203466,61.14509427759398,5994.5
24.45709603876276,61.14311091669235,5994.75
24.456698045490864,61.141127555790725,5995.0
24.456300052218968,61.139144194889106,5995.25
24.45590205894707,61.13716083398748,5995.5
24.455504065675175,61.13517747308586,5995.75
24.45510607240328,61.133194112184235,5996.0
24.45470807913138,61.13121075128261,5996.25
24.454310085859483,61.12922739038099,5996.5
24.453912092587586,61.127244029479364,5996.75
24.45351409931569,61.12526066857774,5997.0
24.453116106043794,61.12327730767612,5997.25
24.452718112771894,61.12129394677449,5997.5
24.452320119499998,61.119310585872874,5997.75
24.4519221262281,61.11732722497125,5998.0
24.451524132956205,61.11534386406962,5998.25
24.45112613968431,61.113360503168,5998.5
24.450728146412413,61.11137714226638,5998.75
24.450330153140513,61.10939378136476,5999.0
24.449932159868617,61.10741042046313,5999.25
24.44953416659672,61.10542705956151,5999.5
24.449136173324824,61.10344369865989,5999.75
24.448738180052928,61.10146033775826,6000.0
24.448340186781028,61.099476976856636,6000.25
24.44794219350913,61.09749361595502,6000.5
24.447544200237235,61.09551025505339,6000.75
24.44714620696534,61.09352689415177,6001.0
24.446748213693443,61.091543533250146,6001.25
24.446350220421547,61.08956017234852,6001.5
24.445952227149647,61.0875768114469,6001.75
24.44555423387775,61.085593450545275,6002.0
24.445156240605854,61.083610089643656,6002.25
24.444758247333958,61.08162672874203,6002.5
